"Notes","Exclude","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","WorkerID","AgreeParticipate","CollTeachThoughts","SculptorRating","SculptorExplain","sculptor_effortlackof","sculptor_effortany","sculptor_sdllackof","sculptor_sdlany","sculptor_pglackof","sculptor_pgany","sculptor_enjoylow","sculptor_enjoyhigh","sculptor_feedbacklackof","sculptor_feedbackany","sculptor_carelackof","sculptor_careany","sculptor_infllackof","sculptor_inflany","sculptor_admirelackof","sculptor_admireany","GardenerRating","GardenerExplain","gardener_effortlackof","gardener_effortany","gardener_sdllackof","gardener_sdlany","gardener_pglackof","gardener_pgany","gardener_enjoylow","gardener_enjoyhigh","gardener_feedbacklackof","gardener_feedbackany","gardener_carelackof","gardener_careany","gardener_infllackof","gardener_inflany","gardener_admirelackof","gardener_admireany","CoachRating","CoachExplain","coach_effortlackof","coach_effortany","coach_sdllackof","coach_sdlany","coach_pglackof","coach_pgany","coach_enjoylow","coach_enjoyhigh","coach_feedbacklackof","coach_feedbackany","coach_carelackof","coach_careany","coach_infllackof","coach_inflany","coach_admirelackof","coach_admireany","AppStoreRating","AppStoreExplain","app_effortlackof","app_effortany","app_sdllackof","app_sdlany","app_pglackof","app_pgany","app_enjoylow","app_enjoyhigh","app_feedbacklackof","app_feedbackany","app_carelackof","app_careany","app_infllackof","app_inflany","app_admirelackof","app_admireany","TourGuideRating","TourGuideExplain","tg_effortlackof","tg_effortany","tg_sdllackof","tg_sdlany","tg_pglackof","tg_pgany","tg_enjoylow","tg_enjoyhigh","tg_feedbacklackof","tg_feedbackany","tg_carelackof","tg_careany","tg_infllackof","tg_inflany","tg_admirelackof","tg_admireany","CaptainRating","CaptainExplain","captain_effortlackof","captain_effortany","captain_sdllackof","captain_sdlany","captain_pglackof","captain_pgany","captain_enjoylow","captain_enjoyhigh","captain_feedbacklackof","captain_feedbackany","captain_carelackof","captain_careany","captain_infllackof","captain_inflany","captain_admirelackof","captain_admireany","PersonalMetRank","PersonalMetRank_8_TEXT","PersonalMetExplain","Gender","Gender_5_TEXT","AttentionCheck","RaceEthnicity","RaceEthnicity_7_TEXT","CollegeYesNo","CollegeLongAgo","field","EducationLevel","TeachExp","ExperienceFree","Age_1","Political","LibCons_1","Issues","Comments","mTurkCode","filter_$","recentcollege","sculptmetrat","gardmetrat","coachmetrat","appmetrate","tourmetrate","captmetrate","INC_metaphoricality"
,,"6/20/18 17:21","6/20/18 17:37",0.0,"71.212.212.49",100.0,976.0,1.0,"6/20/18 17:37","R_3JqsfHx2XHG7rBO",,,,,47.30369568,-122.3744049,"anonymous","EN","A1MMC6X3ZNJ9OT",1.0,"I think of someone that if they don't have a passion for teaching they can literally suck the life out of you. Your ability to learn comes from excitment, passion for the subject, and from hands on teaching stradegies.  Teachers that are not burned out and still love to teach come across as being caring and thoughtful for the process of instilling information in such a way that it shows.",3.0,"This metaphor is misleading as it is saying that the teacher can shape a person into something that they aren't.  People usually have their own impressions or abilities that a teacher may not know about and unless they learn about the student they aren't molding anyone into anything.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,"Nurturing people is something that young people in college are not in need of.  They need guidance and helpful information to be able to make it in a very competative world and don't need nuturing. They need knowledge and need to become aware of what the real world is all about through learning.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"In some instances this may be true, but for the most part I think students are more like sponges that are taking in what they need to be able to thrive in a very competative society. The teaching is in the hands of the teacher and they need to get their students excited to learn.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"I don't like this metaphor, as there are many apps and people rely on their cell phones I don't think this is appropriate to try to compare mechanical devices to things that aren't necessarily a flowing changing living thing, as I believe learning is.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"I think that touring is more of a vacation and for not thinking too much about anything.  Teaching should be about curiosity and the need to take in as much information as a person can while being interested the whole time.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"This is more of a metaphor for people that are learning a specific task instead of being on the same level. There is such class discrimination on board a ship where there are many levels of learning just a single task and being good at it, instead of everyone being treated the same, some loose out on learning if they are only performing a specific task.",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,,"I didn't think any of the metaphors were very good to try to explain teaching.",,,,,,,,,,,,,,,,,,,,,,,,,,
"It is maleable and changes from day to day. It isn't static and has to flow freely in order for the unexpected to happen and instill passion for learning.","2",,"2",1.0,,1.0,6.0,,"4","2",,56.0,1.0,0.0,,,"<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM58079046057</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>","1","0",2.0,"2",3.0,"1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"6/20/18 11:50","6/20/18 11:57",0.0,"173.79.25.3",100.0,387.0,1.0,"6/20/18 11:57","R_3jW07y8g0Y2GX9j",,,,,39.08920288,-77.1835022,"anonymous","EN","A3C0NQ2IP5FTZQ",1.0,"A college teacher could be like a solar wind. It flashes a bright light to those who see it in an instant, but only temporarily.",6.0,"I think that this is a perfect example because students are basically there to learn. They are at the teacher's whims.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"I think it is obvious that this metaphor works. The teacher is growing the student's mind by nourishing it with more information and knowledge. That is, good information and good knowledge.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"I don't think that this is a great metaphor, but it technically works. A teacher guides the students like a coach guides athletes.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"I disagree with this because I don't think that it makes sense. This is because the thing that's controlling the app is the operating system of the software. I think a much better metaphor is that the teacher is the operating system and the students are the app. The classroom can even be the smartphone.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"I think that this metaphor works. This is because a teacher guides the students throughout life, and the ride is only temporary.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"I think this technically works because a teacher is in a leadership role. However, the main goal of a teacher is to develop their students, not put them to work.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,"I prefer this metaphor because it accurately shows that a teacher is responsible for shaping the students while in the classroom. Sure, the students are responsible for other things, but the teacher is responsible for shaping the students initially.",1.0,,2.0,1.0,,3.0,6.0,"Engineering",3.0,2.0,,30.0,1.0,0.0,"I did not.","I think they pay people at McDonald's better than this. Thank you for giving me the opportunity to participate in this study.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM21418453514</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0
,,"6/20/18 11:04","6/20/18 11:25",0.0,"69.76.44.10",92.0,1294.0,0.0,"6/22/18 9:12","R_3jZkvpAganyNyJx",,,,,,,"anonymous","EN","A16TP8YGKE1FJ5",1.0,"Someone that likes to her themselves speak at lot. Sometimes a little arrogant because they kow that they are smarter than you and likes to show it",4.0,"The student is unformed whenthey start a class. A lump of clay. the teacher molds the student with knowledge to form a knowledgeable student",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"Plants serve a purpose and a gardner tends and monitors the plants to make them grow. Teacher need to make students useful and tend to them and let them grow",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,"A coach is a teacher and give the athletes knowledge and they have to perform to use this knowledge, Same as a student. Teacher can give them knowledge but if the cant use it, not useful",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,"I think of the app store being the college itself. The college is the instrument that delivers the knowledge/app to the student",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"Tour guide shows the people places and things and describe things. Teachers do the same thing but need a practible use of both",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"Captain of the ship is the person in charge and sets direction and people must follow and not veer off course. If a teacher does this it does not expand thinking of the students",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,,"I had both good and bad teachers in college. The best ones are the ones that gave us knowledge and practical uses of how to use it in the everyday world. Then they challenged me to implement that knowledge",1.0,,1.0,1.0,,3.0,6.0,"computer science",3.0,2.0,,50.0,3.0,70.0,"none","Like to see more options on political party. of the three choices closer to republican but im libertarian but doesnt make me an independent",,1.0,0.0,3.0,5.0,2.0,4.0,2.0,4.0,0.0
,,"6/21/18 2:07","6/21/18 2:15",0.0,"76.125.139.110",100.0,465.0,1.0,"6/21/18 2:15","R_3KJUX1ykaHxdGQ1",,,,,40.47009277,-79.20359802,"anonymous","EN","A132MSWBBVTOES",1.0,"An accomplished professional in his or her field, he or she is capable of imparting this knowledge on others.",1.0,"The students are not unmolded raw material; they are thinking, sentient beings. They shouldn't be sculpted; rather, they should be given the information without any external spin, and allowed to make decisions for themselves.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"I don't agree that students are really plants, because they're sentient beings capable of making their own decisions. However, I do agree that a teacher should nurture knowledge and help the students grow.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"The coach guides the general direction of the team, but in a classroom, there's no single real world objective like there is on a team. Hopefully, the teacher/coach will impart some knowledge on the students / athletes along the way.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"The students should not pick and choose what they want to learn. They're paying to be there for a reason. There's a vast breadth of knowledge in both the app store and the teacher, but the students should try to absorb a lot more of it (percentage wise) from a teacher than they do an app store.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"There is a lot about a certain topic to learn, and the teacher knows it well -- making them the tour guide. The students do not, so they're the tourists learning from the more experienced individual.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"The whole classroom is heading towards a specific destination that is knowledge, and the teacher guides that. However, the sailors are free to make decisions as they choose.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,,"There is objective knowledge, and there is subjective experience. A tour guide tries to incorporate both, which is what a good teacher should do.",1.0,,3.0,1.0,,1.0,6.0,"Marketing",6.0,2.0,,28.0,3.0,50.0,"No","This was quite underpaid for the time. Please consider raising your compensation to, at very minimum, 14 cents per minute. After self employment taxes, this puts compensation on a fairly even level with the US federal minimum wage. For a 10 minute survey, an appropriate compensation would be no less than $1.40.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM29780356612</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,4.0,3.0,5.0,4.0,1.0,3.0,1.0
,,"6/20/18 12:27","6/20/18 12:39",0.0,"216.14.250.140",100.0,713.0,1.0,"6/20/18 12:39","R_3m8ke5OQgg3MIjo",,,,,47.5625,-115.4420013,"anonymous","EN","A1U6A617Q95MTZ",1.0,"Academic, white, sweater. They like ti when students take an interest in what they teach. They want students to be mature and not treat college like a continuation of high school. they thought teaching would be a more respected position.",4.0,"I don't see teachers are shaping the students into what they want, but it's more of a giving of knowledge arrangement and the students can make of the information what they will rather than just becoming a product of what the teacher says.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"A teacher provides mental nourishment to the minds of the students, like plants tended by a gardener.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"Athletics doesn't make sense in this educational situation. I would not relate the two.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,"This is an inhuman comparison. I do not compare living things to appliances or technological devices so this metaphor is offensive to me and not one that I would apply to this situation.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,"Students don't have all the knowledge about a subject and the teacher is like a guide in that they can inform the students about the subject at hand. Students are often stupid like tourists as well, floundering about with no idea what is going on.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"Basically, students are not experts and the they need a leader, like a college teacher, to show them and give them the knowledge they need. Like a captain and sailors, there is only one captain and many crew, like a teacher and students relationship.",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,,"It is the most living and vital of the metaphors. I also like the mental imagery it generates. I am a gardener too so I get it.",2.0,,3.0,1.0,,1.0,6.0,"Environmental Sociology",5.0,2.0,,37.0,1.0,0.0,,"Too long and way to much writing for 50 cents.","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM85417738912</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0
,,"6/20/18 16:42","6/20/18 16:52",0.0,"73.189.147.24",100.0,623.0,1.0,"6/20/18 16:52","R_3mmio1g2aPlLLRc",,,,,38.53689575,-122.8123016,"anonymous","EN","APRZ7BR8C0ZMQ",1.0,"I think of the professor who is kind of a coolish hippie.  Someone with elbow pads on his jacket.  I think of someone who really enjoys learning and young people.",3.0,"Students should be a little more than a lump of dirt.. but it is nice to imagine them as moldable.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,"Teacher is like a gardener who does his best to put out the sun, and water.  Student's are supposed to be a little more active than plants but sure.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,"Students are responsible for their own learning.  They have to be active and present.  It isn't the professors job to necessarily motivate the student.  It helps if he/she is enthusiastic about learning.  Still - I don't really like this metaphor.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,"I think this is VERY simplified.  Teachers can be conduits for learning..but you have to pay attention.  You have to ask intelligent questions.. and you have to be present.  A professor isn't really like something you can carry around in your pocket.. BUT he/she is a available..",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"This is actually not bad.  Teachers point things out.. I like it.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"At least this one involves people.  Students are like sailors in the way they have to participated.  They can't just be immobile objects moved around.  They have to be active to move the ship.  If they aren't they and the ship won't go anywhere.",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,,"I like that there is involvement from everyone.  I like that the teacher is involved..but so is everyone else.",1.0,,1.0,1.0,,1.0,6.0,"sociology",5.0,1.0,"I taught 7, 8 and 12th grade at a small school in Arkansas for a year.",54.0,1.0,2.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM92735252159</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0
,,"6/20/18 22:37","6/20/18 22:46",0.0,"73.38.16.11",100.0,568.0,1.0,"6/20/18 22:46","R_3NILgYUheVhKT8N",,,,,41.54710388,-72.34300232,"anonymous","EN","A3UQ9R1VDVVQKR",1.0,"i think of a professional from the industry. I typically think of adjunct professors initially. The only time i think of full time professors is if they have a lab.",2.0,"the teacher does not really sculpt the kids similar to sculpture to clay. the student can choose to learn the material themselves without the need of the teacher.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"the teacher as the gardener can not mold the students as flowers. the student can choose to learn the material by themselves. a flower can not grow without the nutrients provided by the gardener.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,"the teacher assigns the work that he believes will teach the course. it is up to the student to pass. an athlete does not need to pass, he does it because he wants to be competitive. student passes to get the degree.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"the teacher has the establishment, the course to offer. each app or teacher is different. the student gets the app and some may be attentive and others do not give a shit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"yes. the tour guide tries their best to cater to the audience which is the student body. it is up to the student to decide whether to listen to the tour guide or let their minds wander, similar to if you are a tourist.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,"sailors must obey the captain, however, students do not need to obey the teacher. the students can do whatever they want. it's not life or death as long as they learn the material.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,,"it reflects the essence of teaching (because they want the students to know) but it is up to the students to listen in or tune it out.",1.0,,3.0,1.0,,1.0,1.0,"finance",6.0,2.0,,31.0,1.0,25.0,"no issues","thanks for the survey","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM19943619225</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,1.0
,,"6/20/18 14:26","6/20/18 14:32",0.0,"71.186.231.34",100.0,366.0,1.0,"6/20/18 14:32","R_3NWIdrR6ZbIgLrf",,,,,42.97619629,-78.79470062,"anonymous","EN","A240OTT1T85UGT",1.0,"a highly educated person that teaches young adults on a specific subject matter at a very high level",5.0,"A scultor sculpts the clay into a finished product. A teacher also modifys what the students know into something that is a finishe dproduct",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"the gardener often tries to get plants to grow and do better.  a teacher is doing the same thing in the class room as the gardener would do",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,"a coach is literally a type of teacher.  that is by definition what they are doing.  so this metaphor fits perfecty due to this comparison",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"The app store contains all of the data.  A teacher also contains all of the data.  The phone and the students aret hen those that consume said data",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,"A tour guide takes those that follow them through soemthing explaining along the way.  A teacher does the same thing in the class room",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"The captian of a ship is liek the guide that the sailors follow.  The teacher is alsoa guide that the students follow on their academic journey",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,,"A coach guides you through to the finish line.  I've had many coaches tht I often thought of as teachers in my past.  THis is super similar to my past exp",1.0,,2.0,1.0,,1.0,6.0,"MIS",5.0,2.0,,34.0,3.0,74.0,"no","no","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM48051072897</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,0.0,5.0,2.0,1.0,4.0,2.0,4.0,1.0
,,"6/20/18 17:02","6/20/18 17:13",0.0,"181.225.47.154",100.0,709.0,1.0,"6/20/18 17:13","R_3oBAaQ5MY4iuIBm",,,,,10.31669617,-72.3167038,"anonymous","EN","A2MCRZ1GFH1UCR",1.0,"I must prepare information for the debate to get the highest grade this quarter with my university professor",5.0,"the teachers are the ones who teach the students in their course, that is, they give the information and the students are molded to this",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"I agree, since the professors are the ones who sow information so that they flower professionals",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"yes, it is like that, since the coach guides the athletes and the teacher to their students",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"because students need the information that teachers possess, the same thing happens with a telephone and its applications",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"I totally agree, since the teacher is the one who gives the walk in terms of the profession",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"I partially agree, since the teacher is the one in charge in the classroom and without the students he would not have to do, the same goes for a captain and his sailors",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,,"because the professor has already gone through this university experience and he guides us",2.0,,3.0,1.0,,1.0,4.0,"master's degree",6.0,2.0,,31.0,3.0,83.0,"any","any","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM32040564138</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0
