StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
37,1,coach,943,A1OB4Y2GZ25L8Q,1,An educated professional who works to educate others. I also think of college teachers as being experienced in their field.,The coach is the leader of the team and tries to improve the team as a whole. Athletes learn from the coach just like students learn from the teacher.,6,5,6,5,5,6,7,5,6,6,4,6,5,5,4,7,5,4,5,6,5,5,2,5,4,4,5,6,7,5,5,6,4,5,6,5,5,4,6,6,6,3,5,4,NA,86,100,2,80,20,4,NA,"The reason I chose this metaphor is because just like a tour guide, teachers show you the way. They way things get done, the way things work, and the way to becoming successful. However, like tourists, students are very curious, and will not always follow the ways set forth by the teacher (tour guide). Sometimes they take a different path.",1,2,1,NA,1,1,5,2,NA,22,1,NA,30,"Yes, I accidentally clicked single for the question that said please click ""does not apply""","I accidentally clicked single for the question that said please click ""does not apply""",-0.576812874,0.301553063,0.746359105,0.134227403,0.395851127
38,1,coach,500,A1BAPMRIU7SGSP,1,A highly educated person who at least has a masters degree. I think of college professors as intellectuals.,The teacher instructs the students how to learn the lesson just as a coach instructs athletes how to play a game.,6,4,5,6,5,4,6,5,5,5,6,4,6,6,4,5,5,4,5,5,5,4,5,5,5,6,5,4,4,6,6,6,5,5,5,5,5,NA,4,5,5,5,6,4,not that I can think of,69,41,1,89,50,4,NA,I like this metaphor because the tour guide gives guidance but their opinion is not finite.As a tourist I may listen to the guide but I am not obligated to follow their advice.,2,3,1,NA,1,5,5,2,NA,30,1,NA,8,no,NA,NA,NA,NA,NA,NA
39,1,coach,1242,A8RAYYZKGDBQD,1,I think of someone very educated with lots of experience. They are very into helping people learn. Their goal in life was to be a teacher and they love their job.,The teacher is the head of the team. They are in charge of helping the athletes be the best that they can be. The teachers help them accomplish their goal to succeed.,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,5,6,7,7,6,7,7,7,6,7,7,7,7,5,7,4,NA,94,80,1,96,95,1,NA,Because the teacher starts with a piece of clay. Now they have to take the time and effort to make that clay into something.  They will make that clay into an important piece of work.,2,3,1,NA,1,3,4,2,NA,24,1,NA,35,No,NA,1.382566098,0.99354042,0.735814573,1.335698083,1.093736576
40,1,coach,605,A2SY2N44N1RWVA,1,someone with industry experience and very knowledgeable about the subject matter.  they will have worked in the field they teach and they are up to date with the latest information in the field. they like what they do and are good at it too,they get you to work hard and achieve a goal or target. like your goal for education they instruct and provide encouragement and feedback when needed,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,7,6,7,7,5,5,7,7,7,6,6,7,7,7,6,4,NA,81,99,2,84,93,1,NA,teachers guide students who may not know anything in the beginning and hey transform students with more knowledge,2,2,4,NA,1,5,5,2,NA,28,1,NA,5,NA,NA,0.921977554,1.145691211,1.139621434,1.115204403,0.954049038
41,1,gardener,331,A1B2V27QSGPT6W,1,"Depending on the class, it strikes me as kind of a thankless job. There will always be a good amount of students phoning it in or even sleeping through your class.","I can see this; some plants will thrive under the right conditions, while a few are always going to wilt.",6,5,4,6,1,5,4,2,5,6,5,6,5,5,6,3,7,4,6,7,5,7,7,5,7,5,4,4,2,2,3,5,4,4,7,7,7,7,6,6,6,2,6,4,n/a,90,10,1,90,85,4,NA,"A teacher can show you a bunch of things, but only you can decide what is important to you. Each person on a tour takes in the sights but some things will resonate more than others.",1,3,2,NA,1,5,5,2,NA,29,2,NA,15,no,no,1.27884528,-0.619245158,-1.324589424,-0.431212544,-0.235049313
42,1,gardener,328,AIZEEJUMWJ0WX,1,I usually think about a middle-aged man that's balding with a sweater vest and glasses. He has a very monotone voice and is a nerd. He is teased a lot and no one takes him seriously.,It's the teacher's job to help the students grow and to nurture them. They plant the seeds of knowledge and make them grow.,6,6,5,6,6,6,5,5,5,6,6,6,6,5,6,5,5,6,6,6,5,6,5,5,6,6,6,6,5,5,5,6,4,6,6,6,5,6,6,6,6,6,6,4,NA,64,60,1,80,76,4,NA,Because it seems to put equal responsibility on both parties,2,1,1,NA,1,5,4,2,NA,27,2,NA,64,no,no,0.522721243,0.152911706,0.321704607,0.556082374,0.29558626
43,1,gardener,489,A19MHUXGLVOPMW,1,"An expert in their field that either works in a field that is not lucrative enough to sustain living on that alone so they must teach, or has retired from a lucrative field and wants and easy job.",The college teacher is making the plants (aka the students minds) grow by nurturing them. The teacher feeds the plants and takes care of them.,6,5,5,6,6,6,6,5,6,6,3,3,6,2,6,6,5,6,2,6,6,4,2,6,5,3,4,6,6,2,5,6,6,3,3,5,5,2,6,5,5,6,5,4,NA,52,100,2,100,100,4,NA,"College teaching and classroom teaching are two completely different things. I think many of the metaphors are akin to a classroom teacher, but the goal of college and university studies is for students to take more responsibility for their learning. A professor is a tour guide into a new subject area and gives their tour information to aid in their learning that they already have an interest in.",2,3,1,NA,1,5,5,1,I have taught classroom music for 5.5 years.,27,1,NA,11,NA,NA,-1.142963269,-0.162801881,-0.092379317,0.199823389,0.829757466
44,1,gardener,506,A38HYUTYWWREGH,1,good and nice one and happy to see this type of things and looking very great  and good and nice one and happy to see this type of things and looking very great,good and nice one and happy to see this type of things and looking very great and good and nice one and happy to see this type of things and looking very great,5,4,5,5,4,4,6,7,3,6,5,5,4,5,6,5,4,6,6,4,5,5,4,5,4,5,7,4,7,4,5,6,5,5,6,4,5,5,5,6,6,5,6,4,NA,62,58,1,60,81,3,NA,NA,1,1,1,NA,1,5,6,1,maths,30,3,NA,53,NA,NA,-0.378034211,0.002812629,0.209224679,0.378461509,0.955500537
45,1,gardener,687,A2W5RJFHZRE8IS,1,A college teacher is one who provides extensive knowledge to his students during his course. He  or she is there to provide a productive class environment and to ensure each student can achieve success.,The teacher is basically the individual who can mold and allow these students knowledge to grow. The teacher gives the students knowledge(which can be water to plants) and this will allow students to increase their intelligence and overall understanding of the course. You have homework and stuff to that adds to the growth of students.,4,5,4,6,6,3,6,5,4,5,5,5,6,3,4,4,6,6,3,1,4,6,6,7,3,4,6,6,3,4,5,6,5,3,5,5,3,5,4,6,5,3,6,4,I don't think there are any other attributes that were not listed.,45,38,1,51,38,1,NA,I think it follows the same idea as teachers are the gardener and the students are the plants. You basically are sculpting the mind of students in your class as the teacher. You're giving them the information that you were once taught and are projecting it in your own form.,1,2,1,NA,1,1,3,2,NA,26,1,NA,24,none,great survey,-0.22716713,-0.239416481,-0.203977813,0.163048104,0.388287845
46,1,gardener,743,A272X64FOZFYLB,1,I think about a well-educated professor that is heavily involved in research and may not actually care about teaching all that much.,"Students are like plants because they absorb the information and grow their knowledge, and the teacher is there to tend to the plants and make sure that they can successfully absorb what they need to grow, and the gardener can take care of issues in the plants if they arise.",7,1,2,5,2,3,2,1,1,7,2,6,1,1,5,1,7,1,5,7,6,6,7,5,7,6,1,4,6,3,5,2,2,5,6,7,7,6,6,1,4,2,4,4,NA,91,20,1,100,10,2,NA,"I think it fits the college experience more accurately than the other metaphors.  In my experiences your goal in a college class was to absorb as much information as possible in order to recite it later or to use it as foundational knowledge for future classes. Plants absorb nutrients from the soil to grow, so students absorb knowledge to grow their careers/bank of knowledge, and the teachers act like gardeners by making sure the knowledge is absorbed properly and they can fix any problems that arise or adjust the soil contents to optimize growth, it seems like a fitting metaphor to me.",1,3,1,NA,1,3,5,2,NA,24,1,NA,3,NA,NA,1.062793786,-2.8015503,-0.186651162,-2.469858207,-1.025252113
47,1,gardener,439,A1YHIQHLLLQIIQ,1,I think about their power of knowledge and sharing that information so that others may learn and also enrichen their lives with knowledge.,"A teacher is like a gardener, they take their knowledge and pour it out into the world and onto the students like a gardener would with a water bucket.",6,7,7,7,6,6,6,7,6,7,5,7,6,5,7,6,5,6,7,6,6,6,7,6,7,6,5,7,7,6,6,7,5,7,7,6,6,5,5,6,6,7,7,4,NA,67,50,1,78,89,2,NA,"I like this one most because it shows that you can help others grow with sharing information and knowledge, and being able to change their lives positively with helping them grow and see the world better, and brighter.",2,1,1,NA,1,1,4,2,NA,30,2,NA,21,no,no,0.815512172,0.369651624,1.009639308,0.955357363,1.023732588
48,1,gardener,1089,AKB82TCYUECWD,1,He has authority and knows a lot. He is confident and you can not lie to them. they have the power to have you expelled from school. they are knowledgeable,"A gardener has a duty to till, plant and plant crop. then he natures the plants until maturity. same for a teacher whose job is to prepare students",6,4,4,6,3,6,3,4,4,3,3,6,6,4,7,3,4,6,4,6,4,5,6,6,6,3,3,5,3,3,3,3,3,7,6,6,4,6,6,5,5,3,5,4,no,96,14,1,98,96,3,NA,a coach  trains athletes but the athlete  put effort  for them to succeed. just like teachers encourage students who put effort to succeed,2,1,2,NA,1,2,5,2,NA,24,1,NA,17,nonne,NA,0.360293279,-0.413982368,-0.778374592,-0.585114787,-1.079285419
49,1,gardener,464,A15JWEOWELTNMC,1,"he is the responsibility to make the students as better, he should teach every students equally and treat them equally",which means teacher should be focused on students growth and focused on every students equally to get the society as a good one,4,5,4,6,6,5,3,4,5,5,5,5,5,4,5,4,4,3,5,5,5,5,4,6,5,5,5,5,4,5,6,4,4,4,4,5,4,5,6,4,6,5,5,4,no,88,85,1,69,78,2,NA,this is the reality,1,3,3,NA,1,2,5,2,NA,25,2,NA,62,no,no,-0.10947339,-0.611805867,0.33758275,-0.787110768,-0.286288635
50,1,gardener,445,AZ9BU8QI4YKF3,1,"someone who is well learned and intelligent with a good character, he knows a lot about his discipline, he has abilities to teach and control and organize his class, he respect school rules and regulations and knows the strength and weakness of his class","The metaphor means a gardener is the person that watered and trim the plants to make it beautiful, teachers are people that gives knowledge and instruction to make the students mind to be beautiful",4,6,6,3,4,5,4,3,5,5,6,5,5,6,5,5,5,2,4,6,3,3,5,5,3,6,2,3,3,3,5,5,3,3,5,6,6,4,3,5,3,5,5,4,NA,78,63,1,89,84,1,NA,"A sculptor molds to form a good shape and can decide to do anything with the clay, teachers are the one that give a student life meaning and definition and guide there path",1,3,2,NA,1,3,5,1,NA,24,1,NA,73,NA,NA,-0.299458196,-0.247792635,-0.63298759,-0.874504284,-0.360672498
51,1,gardener,475,A31A4YKVSOYRVS,1,I think about cool people that have influenced me a lot but I also can't help but think about the cliche that people who teach in college tend to be people who couldn't make it in their field.,"A teacher is like a gardener because they nurture the growth of the plants, or students. They tend to all of the required tasks to help the plants grow.",5,6,6,6,6,5,5,7,6,2,7,5,6,6,6,5,7,5,6,6,6,6,7,3,6,6,3,6,6,6,6,5,4,6,3,7,3,6,6,4,7,4,2,4,NA,55,40,1,53,71,3,NA,NA,2,3,1,NA,1,2,4,2,NA,23,2,NA,49,No,No,0.644146175,0.200683338,1.053656902,-0.339460696,-0.205469621
52,1,gardener,276,A1G452MFAS690B,1,A smart person who wants to better future generations by teaching. They thrive on learning themselves and passing their learnings on to their peers and students.,The teacher plants the seed in the students minds(knowledge) and they grow and thrive from it.(learning),6,6,6,7,7,6,6,6,5,7,5,6,6,5,7,7,7,6,6,7,7,5,5,7,7,6,5,6,6,6,6,6,6,6,5,6,6,7,7,6,6,6,6,4,NA,82,58,1,86,73,2,NA,I just think it is the most representative of a learning environment. Teachers are responsible for giving out all the information needed for the students to learn and thrive in school.,2,2,1,NA,1,5,5,2,NA,30,1,NA,0,NA,NA,0.666315191,0.661279949,0.793346068,0.475681818,0.898684693
53,1,gardener,842,A1SIUJEL2LS8UO,1,I think of them as being called professors. I think of all of the hard work they need to put into schooling to be able to teach at that level.,"A teachers job is to grow a student with knowledge, much like a Gardener waters plants. They grow and watch the students learn and grow into more mature plants.",5,6,7,5,7,6,5,6,7,6,5,6,4,5,6,5,7,3,5,5,7,6,6,7,7,7,6,6,5,5,6,4,7,5,7,6,6,5,5,3,5,6,7,4,NA,89,86,1,91,50,2,NA,"I believe the plant metaphor states it best. A teachers job, especially on the elementary level, are there to foster growth of the child, much like a gardener would grow a plant.",1,2,1,NA,1,5,5,2,NA,29,2,NA,51,none,none,0.426503638,-0.349902635,0.487689243,0.01898165,0.641988887
54,1,gardener,713,A3MZEQOP2IOJ7B,1,I image a very nondescript man or woman at a very nondescript university somewhere in the United States.,The teacher nurtures and raises the students as if they were a plant. The teacher nurtures their brains by teaching them.,6,4,5,4,3,6,6,6,6,6,5,6,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,2,6,2,1,2,5,6,6,6,6,5,3,6,2,5,4,No,79,19,1,90,87,3,NA,"Because it implies that some of the burden is on the students, as well. I don't like the plant metaphor that we discussed earlier because it implies that students are entirely passive in the learning process and that all of the responsibility lies with the instructor.",1,2,1,NA,1,2,5,2,NA,24,2,NA,50,No,No,0.770423005,0.237038808,-0.43228777,0.060336796,-1.413520662
55,1,sculptor,2219,A196XR61DIW5GU,1,When I think of a college teacher I think of an individual who teaches a curriculum to students at and improves the mind of students.,A college teacher can be like a sculptor and students like clay in how a college teacher is essentially taking a students mind and expanding it with information to mold a brighter mind.,7,7,6,7,6,7,7,5,7,7,6,6,7,5,7,7,7,7,6,7,7,6,7,7,6,7,7,5,7,7,6,7,7,7,6,7,6,6,6,4,7,5,6,4,I think all of the listed attributes perfectly reflect what a college teacher is in the metaphor for how they are essentially there to broaden learning minds.,100,50,1,95,95,1,NA,The metaphor reflects the college teacher in which they are sculpting a mind (teaching) of the students (clay) in a classroom which makes me think the metaphor fits perfectly. The metaphor fit my experiences because I was a student in the past at college and my mind was fluid like clay there to learn from the teacher to help sculpt my mind.,1,3,6,NA,1,5,5,2,NA,30,3,NA,75,"No, I did not encounter any issues while completing this survey.","Great Study, hope to do more in the future.",1.07373365,0.517100716,1.047374124,1.046794261,1.256317853
