Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
1,A1X8MLHVNISISO,1,"I think of the professors that I've had, most of whom were dispassionate and uninteresting. I think about being unimpressed with the classes that I took and the professors that I had.",1,3,NA,"This isn't my favorite metaphor, but it was the best out of the list provided in my opinion. Teachers are supposed to impart knowledge and encourage learning. Everything else is extra and depends on interpersonal relationships.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,27,2,NA,50,No,No,sculptor,"I'm not super fond of this analogy as I believe the student is involved in the sculpting process. This metaphor makes me paranoid. You want a mentor. Someone who is going to pass on knowledge to you, not someone who is going to reshape your young and malleable mind.",100,100,1,100,100,No.,5,3,1,4,2,3,4,6,4,3,4,4,3,3,4,2,4,3,5,4,4,1,-1.315663493,-1.049591744,-0.684941204,-1.182795589,-0.554968742
1,A3N9D2COLUPL7R,1,"Someone that is tougher than a high school teacher, and prefers not to control their students as much as high school teachers do. Usually do not give students a break and expect way more of their students than they normally should.",3,4,NA,"I think that by using powerpoints and lab experiments, etc, they are in a way tour guides. This is because they are showing us all of these things, like notes, and we are expected to retain the information.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,20,1,NA,30,No,No,coach,"The coach is training their athletes for the game like a college teacher is training their students for the ""game of life"" in a sense. The major difference is a coach/athlete is physical training where a college teacher is mentally preparing their students.",60,100,2,40,70,NA,2,1,2,4,6,6,6,NA,4,1,3,2,2,3,5,2,5,2,2,6,4,1,NA,NA,NA,NA,NA
1,A3H3EOO4F0WKAD,1,"An educated person with the willingness to get others to learn their craft. They like what they do and the strive at it. They are relateable, witty, and well-rounded.",2,4,NA,"Teachers guide their students to success and give them adequate pathways to achieve their goals. But, ultimately, it is up to the student to formulate their own thoughts, goals, and the direction they want to go in.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,Teacher's Assistant,24,1,NA,18,no,no,gardener,The teacher grows the students into a healthy learner. They are growing and the teacher provides the nourishment for them to grow.,52,100,1,67,85,NA,6,6,6,6,1,1,1,1,6,1,6,5,1,6,1,6,1,1,1,1,4,1,1.029856338,-3.319043038,-0.844317859,-0.724592714,-2.15304251
1,AV1QYGC1MR6E,1,"I think about the professors at the university I attend. I think about the subjects they teach, how they appear, whether or not I like them, how good of a teacher they are, and the method they take for teaching their classes.",4,4,NA,"I feel as if this metaphor is the most accurate. I'm currently attending a community university. I look to the teachers for guidance on what to do, how to do it, and what i'm meant to be learning. Although good teachers aren't the most critical aspect of a students success, students still need good teachers to survive their college classes. The professors guide me as I learn.",NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,23,1,NA,29,NA,NA,tourguide,"A teacher is like a tour guide, because they are guiding the students on their adventure of obtaining knowledge. Students are like tourist, because they are on an adventure to obtain knowledge, with the guidance of the professor.",92,100,2,100,46,"Teachers lead the students, and the students follow them.",6,5,7,7,7,6,7,7,5,7,7,7,7,7,7,4,7,6,4,7,4,1,0.325406227,1.12387292,1.48856501,0.960852263,0.891974403
1,A2AKY2VH45B4VZ,1,"When I think of a college teacher, I think of a strict sargeant helping his/her pupils become the best they can be",2,2,NA,"i prefer this metaphor, because some of the others make it seem like teachers mold their students, when actually students have to put forth effort as well. i believe that teachers do give students the tools they need to succeed, but it is then up to the students whether or not they grow.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,23,1,NA,27,no,no,gardener,"teachers give students the tools they need to grow and flourish, just like gardeners tend to their plants to make sure they survive and grow to be their best.",50,50,2,50,51,NA,6,5,6,6,4,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,4,1,0.499484535,0.056628453,0.812405878,0.490490447,0.843943804
1,A371VWBUHGA4LG,1,"They are very well educated and have lots of research experience. Many of them are often egotistical. At the end of the day though, all but 2 of my college professors have been extremely helpful whenever I needed help.",1,3,NA,"I don't like the idea of the teacher having all the power. I don' t like the idea of a teacher forcing their thoughts on students. A teacher could be like a coach, giving and instructing the material and it should be on the students to learn it and apply it. Teachers are the coaches that encourage learning and its up to the students to perform well.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,22,3,NA,100,I did not have any issues!,This was actually a fun survey. I have taken some that were completely miserable. I hope you were able to collect some useful information!,sculptor,"I think this is true. Each student has unique skills and assets and the teachers job is to unlock them, so that they can be put to use.",90,10,1,95,5,They take a somewhat blank canvas and create a person who is well-versed and really for a skilled career.,5,6,7,6,7,7,5,6,3,7,7,6,2,3,4,6,7,7,6,7,4,1,0.579155934,0.872965092,-0.621082242,0.34571013,1.232649045
1,A3K00L9I9L92BJ,1,"A college teacher usually has a Ph.D. if they are full-time professors, or at least a Master's degree if they are adjunct professors. Depending on their field, they are usually doing research work or clinical/practical work in addition to teaching.",3,3,NA,"Out of all the options, this metaphor seems the most fitting because it places as much (if not more) responsibility on the students for their learning as the teacher. With guidance from a coach, an athlete must still work and practice regularly in order to improve on their performance. This is like teaching, where a student must do the work and study in order to actually perform well, no matter how good a teacher is. Teachers push students, but it's still up to the student to grow from the experience.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,5,1,"I have tutored before, which is not quite the same as teaching a full class, but still exercises similar practices. I tutored individual and sometimes small groups of high school students on standardized test prep using prep books provided by the program. I liked one-on-one better since I could adapt it more to the individual student.",28,1,NA,5,No issues.,Interesting and different that other surveys I've done.,coach,"A coach doesn't necessarily play the sport themselves, but guides athletes on their performance and how to improve it. Professors are similar in that they aren't doing the work they assign, rather, they are grading students' performances and often guiding them on how to improve.",75,87,2,85,71,Teachers provide guidance and feedback to students to improve their performance.,5,6,5,6,6,7,7,6,5,6,5,3,4,5,5,4,5,5,6,6,4,1,-0.037813491,0.919442735,-0.191032165,0.102426624,0.485147864
1,A2KHDENAFDPCVL,1,"You have to be really passionate about a specific subject, so much so that you will dedicate your life's work to it. Most of them are middle aged also.",1,3,NA,This represents the active role that students play in a more appropriate way.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,I worked as an after school science/engineering teacher.,21,2,NA,50,no,NA,sculptor,Teachers shape their students through good instruction. It is the teacher's responsibility to inform their students so that they can be productive in society.,100,20,1,100,100,NA,6,5,6,6,5,6,4,4,5,6,6,4,6,5,4,5,5,6,5,3,4,1,0.335756117,-0.54115644,0.05726862,0.043893728,0.554288601
1,A3CIWKPD7Y6NFG,1,a knowledgable and experienced educator. that is able to communicate to students clearly. He must be able to act in social situations,1,1,NA,I think the metaphor really puts a good mental picture in my mind of what a teacher really is or could be. It also says that a teacher can make an impression on the student.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,22,2,NA,49,NA,NA,sculptor,a college teacher could be like a sculptor and the students are like clay in that a college teacher shapes students minds the way a sculptor would shape clay.,65,41,1,73,53,NA,5,5,6,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,0.133092754,-0.332430562,0.238701696,-0.09660468,0.334391914
1,A2WPAVQ5VKXCC0,1,"I think of a knowledgeable professor who is an expert in the field. Also, I think of someone who has done research in their particular field.",4,4,NA,"I think that this metaphor holds students more accountable than the others do. While teachers have a very important role to provide the information, students must actively participate for the teaching to be effective.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,5,2,NA,22,3,NA,71,no,no,tourguide,Teachers provide the information and students get whatever experience they would like from that information.,63,91,2,86,9,NA,4,5,4,6,5,5,4,4,5,6,5,5,4,4,5,5,5,3,4,4,4,1,-0.277681007,-0.487474519,-0.180925441,0.055599035,-0.417290192
1,A215I1ZUNIQ3CW,1,"A college teacher depends on the situation. There are some that are the grand all knowing professors that have graduated from a high tiered college or a IV League college. Then there are the professors that I feel are also great, but because they didn't graduate from a high tiered university they are humble and know just as much.",2,2,NA,I think that teachers are more like gardeners because students and plants have to follow what the teacher and gardeners says regardless of what the student or plant would like to do.,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,6,1,I was a teaching assistant.,23,2,NA,55,No.,No.,gardener,"A college teacher nurtures students to ""blossom"" in their adult careers, just as a gardener cares for their plants until the flowers are fully grown.",75,25,1,100,100,"No, I think that this survey covered all of them.",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1.398962883,1.313988456,1.423112789,1.416256016,1.420036147
1,A32VWEQI15HVRQ,1,"Knows a lot about a specific topic, works at a college because they want to do research, most teaching styles have to do with lecturing rather than hands on, not very flexible, some are hard to contact",2,3,NA,I think this metaphor gives a little bit more responsibility in learning to the students than the metaphor I was previously shown. This new metaphor implies that if the student/athlete listens to the what the teacher/coach has to say then they will be more successful. But it also give the option to the student not to practice and not to succeed like what could be seen in an actual college classroom.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,NA,24,3,NA,70,No,No,gardener,The teacher does a lot of the dirty work in order to give the students the resources and information that they need in order to grow and become successful in the class.,90,20,1,100,70,NA,7,7,7,7,4,7,6,7,6,7,5,6,5,5,6,7,6,4,3,6,4,1,1.463325448,0.515746823,0.516360256,0.722462399,-0.170414683
1,A334XVDF4AIYQS,1,I believe a college teacher should be lenient and competent while educating students. Many times I have experienced a college teacher who was quite strict and ignorant.,4,4,NA,"I prefer this metaphor because it best reflects how I feel about teachers. A tour guide is someone who explains your journey and helps you understand it with ease. I had an educator in college that guided the class through the semester like a tour guide. He explained everything with ease and was there to answer questions about the journey if needed, but let his class venture in any direction they wanted, as long as they came back to his attention towards the end.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,NA,28,3,NA,71,None.,Thank you for the opportunity.,tourguide,A teacher is like a tour guide because they guide their students through their education. Tour guides are assumed to be friendly and educational. I can enjoy this metaphor.,92,40,1,88,75,Not that I can think of.,5,3,5,6,7,6,6,4,5,6,5,4,4,5,5,5,6,6,7,5,4,1,-0.56770353,0.430506224,0.004317893,0.095917794,0.927197257
1,A1D2ZSPIHOI23K,1,"I think smart, and well payed. Professors are usually very understanding of students, and what's going on. They are well mannered and the tests are difficult but they are helpful.",3,3,NA,I feel like it just fits it well. Students need teachers to progress in life and show them the way just like athletes need coaches.,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,2,2,NA,20,1,NA,13,no,no,coach,A teacher is passing down their wisdom and knowledge to students so they can take what they learned and achieve their goals.,66,39,2,60,49,no,5,5,5,6,5,5,4,5,5,5,6,5,4,5,5,5,7,5,4,4,4,1,0.071789372,-0.445371119,0.146937469,0.027187481,0.413262458
1,A5IELMRC1OIQO,1,When I think about a college teacher it would be my sociologist class. My professor made the class very fun and interesting.,4,4,NA,I choose to keep the original metaphor in mind because I thought it was so cleverly communicated,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,NA,19,1,NA,5,no,no,tourguide,The above sentence is a metaphor for students and teachers in a learning environment where the students are learning what their teaching is trying to get them to grasp to concept to.,98,86,1,85,87,No,7,7,6,7,7,7,7,7,7,6,7,6,7,6,6,7,6,7,6,7,4,1,1.270586772,1.27134388,0.918156571,1.20953375,1.214887712
1,A3SRWDWI7T5LSK,1,"Very boring and long talkers, they talk for very long periods of time but at the same time they are very intelligent and I like learning from them.",1,2,NA,"Because it takes time for a student to grow, annd the teacher has ri feed the student knowledge everyday to constantly improve him or her",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,23,1,NA,0,NA,NA,sculptor,A teacher molds the student into what he is supposed to become in the future.  This is done by teaching the student,56,68,1,66,73,No,5,4,5,1,5,3,5,6,4,5,5,5,6,6,3,5,4,7,4,4,4,1,-0.300292602,-0.651442896,0.292243871,-0.816823539,0.512781578
